,Experiment,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,R1,R2,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,treatment,temperature,pH,OD,growth_phase,culture_type,skip
SRR20218773,SRX16252931,14834198,4479927796,14834198,302,1316,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR020/20218/SRR20218773/SRR20218773.lite.1,GR1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP386578,PRJNA859005,,859005,SRS13893010,SAMN29765750,simple,1718,Corynebacterium glutamicum,GR1,,,,,,,no,,,,,JIANGXI AGRICULTURAL UNIVERSITY,SRA1455317,,public,064C8EFEDA11B6913018DF59C7749597,5EF6BF0822A89D501C17069E3B7F5A60,,,MTL01-differ-cs,glu-1,glu-1,,,glucose,,,,,,,,,
SRR3099511,SRX1520940,6180026,1236005200,0,200,474,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/099/SRR3099511.sralite.1,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP068180,PRJNA308162,,308162,SRS1239154,SAMN04387726,simple,196627,Corynebacterium glutamicum ATCC 13032,PECXK99E1,,,,,,,no,,,,,YU XIAOLI,SRA331641,,public,749C4FB0905CE0A61CC574779C870CC3,19EAD8E7ABF388C29009FF8D1DBF2B15,,,5-aminolevulinic-acid-accumulation,PECXK99E1,PECXK99E1,ATCC13032,,,,,,,,,,,
SRR3099512,SRX1520996,6045512,1209102400,0,200,488,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/099/SRR3099512.sralite.1,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP068180,PRJNA308162,,308162,SRS1239210,SAMN04387727,simple,196627,Corynebacterium glutamicum ATCC 13032,PECXK99E2,,,,,,,no,,,,,YU XIAOLI,SRA331641,,public,D79A6D98608262E484A1B4BF500EC14D,D0F47801854BEC204B35B14EAB0D19E9,,,5-aminolevulinic-acid-accumulation,PECXK99E2,PECXK99E2,ATCC13032,,,,,,,,,,,
SRR3099513,SRX1520996,6045512,1209102400,0,200,488,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/099/SRR3099512.sralite.1,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP068180,PRJNA308162,,308162,SRS1239210,SAMN04387727,simple,196627,Corynebacterium glutamicum ATCC 13032,SEAL1,,,,,,,no,,,,,YU XIAOLI,SRA331641,,public,D79A6D98608262E484A1B4BF500EC14D,D0F47801854BEC204B35B14EAB0D19E9,,,5-aminolevulinic-acid-accumulation,SEAL1,SEAL1,ATCC13032,,,,,,,,,,,
SRR3099514,SRX1521030,6041215,1208243000,0,200,490,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/099/SRR3099514.sralite.1,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP068180,PRJNA308162,,308162,SRS1239245,SAMN04387730,simple,196627,Corynebacterium glutamicum ATCC 13032,SEAL2,,,,,,,no,,,,,YU XIAOLI,SRA331641,,public,EC8F8C1F38BFC76EC8ADA9D7CA1C47A3,A9C1AE97C20BCB5600B36E0296C6CE90,,,5-aminolevulinic-acid-accumulation,SEAL2,SEAL2,ATCC13032,,,,,,,,,,,
SRR3139944,SRX1557763,13059626,2350732680,13059626,180,1541,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR313/9944/SRR3139944.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069205,PRJNA310641,3.0,310641,SRS1273086,SAMN04453068,simple,1718,Corynebacterium glutamicum,GSM2053336,,,,,,,no,,,,,GEO,SRA345828,,public,2F42401607A186112C1B01D19EA138A8,B2870438801D8E5D68EA2C554519E8D4,,,change-of-dissolved-oxygen,30%OD-1,30%OD-1,,fermentation-medium,,,,,,,,,,
SRR3139945,SRX1557764,13502507,2430451260,13502507,180,1590,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/139/SRR3139945.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069205,PRJNA310641,3.0,310641,SRS1273084,SAMN04453069,simple,1718,Corynebacterium glutamicum,GSM2053337,,,,,,,no,,,,,GEO,SRA345828,,public,B46C5397F41888F37246FA8E973982D4,18F61B1B5D17DC947610EA301096FEFB,,,change-of-dissolved-oxygen,30%OD-2,30%OD-2,,fermentation-medium,,,,,,,,,,
SRR3139946,SRX1557765,13308003,2395440540,13308003,180,1606,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR313/9946/SRR3139946.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069205,PRJNA310641,3.0,310641,SRS1273085,SAMN04453070,simple,1718,Corynebacterium glutamicum,GSM2053338,,,,,,,no,,,,,GEO,SRA345828,,public,783CD1229D6C22E38DD132ABF74536AD,7576EAE358C4B1F0C4C255E1CD2E4B02,,,change-of-dissolved-oxygen,30%OD-3,30%OD-3,,fermentation-medium,,,,,,,,,,
SRR3139947,SRX1557766,12917384,2325129120,12917384,180,1525,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR313/9947/SRR3139947.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069205,PRJNA310641,3.0,310641,SRS1273083,SAMN04453071,simple,1718,Corynebacterium glutamicum,GSM2053339,,,,,,,no,,,,,GEO,SRA345828,,public,99F9D4008235B153A5524BEA1E58316E,621FC271C31989AC8719B97E372D1038,,,change-of-dissolved-oxygen,50%OD-1,50%OD-1,,fermentation-medium,,,,,,,,,,
SRR3139948,SRX1557767,13175157,2371528260,13175157,180,1554,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR313/9948/SRR3139948.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069205,PRJNA310641,3.0,310641,SRS1273082,SAMN04453072,simple,1718,Corynebacterium glutamicum,GSM2053340,,,,,,,no,,,,,GEO,SRA345828,,public,F261F730FAAFECC1DB925FEE206DF674,2B953BACF90692D864B240B4DE50B94A,,,change-of-dissolved-oxygen,50%OD-2,50%OD-2,,fermentation-medium,,,,,,,,,,
SRR3139949,SRX1557768,12893908,2320903440,12893908,180,1554,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/139/SRR3139949.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069205,PRJNA310641,3.0,310641,SRS1273081,SAMN04453073,simple,1718,Corynebacterium glutamicum,GSM2053341,,,,,,,no,,,,,GEO,SRA345828,,public,80615E57C6337328A9C984E8700C4E74,773C18EE85732D57FA147FC99E950DE6,,,change-of-dissolved-oxygen,50%OD-3,50%OD-3,,fermentation-medium,,,,,,,,,,
SRR3139950,SRX1557769,12802644,2304475920,12802644,180,1513,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/139/SRR3139950.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069205,PRJNA310641,3.0,310641,SRS1273078,SAMN04453074,simple,1718,Corynebacterium glutamicum,GSM2053342,,,,,,,no,,,,,GEO,SRA345828,,public,189755347EC987A221131BAEAD3DE13F,0298588B2AB4886EC14456A1106973A8,,,change-of-dissolved-oxygen,0%OD-1,0%OD-1,,fermentation-medium,,,,,,,,,,
SRR3139951,SRX1557770,12087429,2175737220,12087429,180,1427,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/139/SRR3139951.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069205,PRJNA310641,3.0,310641,SRS1273079,SAMN04453075,simple,1718,Corynebacterium glutamicum,GSM2053343,,,,,,,no,,,,,GEO,SRA345828,,public,4F22FA9CB744A5CAA53630A10E726612,2FAECAFE51D13CB4D75D504A173F96C8,,,change-of-dissolved-oxygen,0%OD-2,0%OD-2,,fermentation-medium,,,,,,,,,,
SRR3139952,SRX1557771,12823171,2308170780,12823171,180,1506,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR313/9952/SRR3139952.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069205,PRJNA310641,3.0,310641,SRS1273080,SAMN04453076,simple,1718,Corynebacterium glutamicum,GSM2053344,,,,,,,no,,,,,GEO,SRA345828,,public,48A074D47DEAE6B9AC7B6C6ED568327F,F9C2E6E8F765D26516796E69A35D2165,,,change-of-dissolved-oxygen,0%OD-3,0%OD-3,,fermentation-medium,,,,,,,,,,
SRR4255604,SRX2175377,10247109,2580789246,10247109,251,987,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/255/SRR4255604.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090118,PRJNA343446,,343446,SRS1702674,SAMN05788117,simple,1718,Corynebacterium glutamicum,GSM2321751,,,,,,,no,,,,,GEO,SRA474056,,public,39C453CDA2188E61DA3DAA87397AAE42,88C9387FBED28D78467A9D7992F55A99,,,Egfp-under-the-change-of-dissolved-oxygen,0%OD-1,0%OD-1,,fermentation-medium,,,,,,,,,,
SRR4255605,SRX2175378,8794235,2214912556,8794235,251,849,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR004/255/SRR4255605.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090118,PRJNA343446,,343446,SRS1702675,SAMN05788116,simple,1718,Corynebacterium glutamicum,GSM2321752,,,,,,,no,,,,,GEO,SRA474056,,public,47AEE690F56B8BEE38D5985EAC36222B,D5453140AA1E29A9B518314FBEE1AF84,,,Egfp-under-the-change-of-dissolved-oxygen,0%OD-2,0%OD-2,,fermentation-medium,,,,,,,,,,
SRR4255606,SRX2175379,10355241,2608017114,10355241,251,1003,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/255/SRR4255606.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090118,PRJNA343446,,343446,SRS1702677,SAMN05788115,simple,1718,Corynebacterium glutamicum,GSM2321753,,,,,,,no,,,,,GEO,SRA474056,,public,4ACA971EE29B0A54DE31D8D24D2E22FD,17E49704FBE3D9FC8242310CC02005DA,,,Egfp-under-the-change-of-dissolved-oxygen,0%OD-3,0%OD-3,,fermentation-medium,,,,,,,,,,
SRR4255607,SRX2175380,12786276,3220186936,12786276,251,1230,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/255/SRR4255607.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090118,PRJNA343446,,343446,SRS1702676,SAMN05788114,simple,1718,Corynebacterium glutamicum,GSM2321754,,,,,,,no,,,,,GEO,SRA474056,,public,D166D3019DE353EFAD77D142EC921060,61817D3DAD60EBC88818B0CD7BECAB6B,,,Egfp-under-the-change-of-dissolved-oxygen,30%OD-1,30%OD-1,,fermentation-medium,,,,,,,,,,
SRR4255608,SRX2175381,11190936,2818709988,11190936,251,1073,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/255/SRR4255608.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090118,PRJNA343446,,343446,SRS1702678,SAMN05788113,simple,1718,Corynebacterium glutamicum,GSM2321755,,,,,,,no,,,,,GEO,SRA474056,,public,0A21F757C372B1EEA026758E4E5C6313,31C9EDCAFE07D8D1586B141BAB53EE3A,,,Egfp-under-the-change-of-dissolved-oxygen,30%OD-2,30%OD-2,,fermentation-medium,,,,,,,,,,
SRR6047186,SRX3194238,11791353,1768702950,0,150,684,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/047/SRR6047186.sralite.1,PUT-ALE-1,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117800,PRJNA407661,,407661,SRS2520637,SAMN07660611,simple,1718,Corynebacterium glutamicum,PUT-ALE,,,,,,,no,,,,,SUN YAT-SEN UNIVERSITY,SRA608840,,public,F90789DAB72ED8D436916BECC3A84A75,7C585DB0F6A3D2CC01BEDE4A59415138,,,putrescine-production,PUT-ALE-1,PUT-ALE-1,,,,,,,,,,,,
SRR6047187,SRX3194237,11793343,1769001450,0,150,688,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/047/SRR6047187.sralite.1,13032-1,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117800,PRJNA407661,,407661,SRS2520636,SAMN07660610,simple,1718,Corynebacterium glutamicum,WTATCC13032,,,,,,,no,,,,,SUN YAT-SEN UNIVERSITY,SRA608840,,public,9C7A58F1944C85D93EAA69A519741BCE,5F087D88DFC49BF7CC2AFC8FE948AF1D,,,putrescine-production,13032-1,13032-1,,,,,,,,,,,,
SRR6047293,SRX3194345,11791353,1768702950,0,150,809,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/047/SRR6047293.sralite.1,PUT-ALE-2,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117800,PRJNA407661,,407661,SRS2520637,SAMN07660611,simple,1718,Corynebacterium glutamicum,PUT-ALE,,,,,,,no,,,,,SUN YAT-SEN UNIVERSITY,SRA608857,,public,C5FD00542F45ADCA36A7BAD1B2969C8E,7919C346C2565B75468BA62BE4DC3806,,,putrescine-production,PUT-ALE-2,PUT-ALE-2,,,,,,,,,,,,
SRR6047294,SRX3194344,11793343,1769001450,0,150,823,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/047/SRR6047294.sralite.1,13032-2,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117800,PRJNA407661,,407661,SRS2520636,SAMN07660610,simple,1718,Corynebacterium glutamicum,WTATCC13032,,,,,,,no,,,,,SUN YAT-SEN UNIVERSITY,SRA608857,,public,E7A86B43459D9ABFA2557DC99EB0885F,C3F63E1C6430DAA242868AC2041F503D,,,putrescine-production,13032-2,13032-2,,,,,,,,,,,,
SRR6159194,SRX3270831,19432960,3886592000,19432960,200,1669,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/159/SRR6159194.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP119771,PRJNA413948,2.0,413948,SRS2582453,SAMN07774983,simple,1718,Corynebacterium glutamicum,GSM2808499,,,,,,,no,,,,,GEO,SRA618739,,public,CA9A4302FF4FC5FB6BC52781F5B898DB,2C1D25557AA6293191496CA7ABBFAEB4,,,pks13-mutant-strain,WTATCC13869,WTATCC13869,ATCC13869,BHI,,,,,,,,,,
SRR6159195,SRX3270832,23998429,4799685800,23998429,200,1759,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/159/SRR6159195.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP119771,PRJNA413948,2.0,413948,SRS2582454,SAMN07774982,simple,1718,Corynebacterium glutamicum,GSM2808500,,,,,,,no,,,,,GEO,SRA618739,,public,EE068CDDF8AFB020FBE3F26B4A4F43F7,E047919F72F3B0478E277DF98526B591,,,pks13-mutant-strain,WG001-MUTANT,WG001-MUTANT,ATCC13869,BHI,,,,,,,,,,
SRR7977557,SRX4810339,8548907,1290298800,8548907,150,525,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/977/SRR7977558.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888620,SAMN10216096,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421586,,,,,,,no,,,,,GEO,SRA790624,,public,352C696E9AF77E54FE8B4C8AD3502117,A680964DF401B35DAFE1FA4EED1E2DAF,,,deletion-hrrA,Before-heme-WT,Before-heme-WT,ATCC13032,,,,,,,,,,,
SRR7977558,SRX4810339,8548907,1290298800,8548907,150,525,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/977/SRR7977558.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888620,SAMN10216096,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421586,,,,,,,no,,,,,GEO,SRA790624,,public,352C696E9AF77E54FE8B4C8AD3502117,A680964DF401B35DAFE1FA4EED1E2DAF,,,deletion-hrrA,Before-heme-WT,Before-heme-WT,ATCC13032,,,,,,,,,,,
SRR7977559,SRX4810340,5904078,892398843,5904078,151,368,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/977/SRR7977560.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888619,SAMN10216095,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421587,,,,,,,no,,,,,GEO,SRA790624,,public,DF681BFEDD7773C16D7F099C116583C7,D63D663B2E0C30938C8A8BCB87712CC2,,,deletion-hrrA,Before-heme-hrrA,Before-heme-hrrA,ATCC13032,,,,,,,,,,,
SRR7977560,SRX4810340,5904078,892398843,5904078,151,368,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/977/SRR7977560.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888619,SAMN10216095,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421587,,,,,,,no,,,,,GEO,SRA790624,,public,DF681BFEDD7773C16D7F099C116583C7,D63D663B2E0C30938C8A8BCB87712CC2,,,deletion-hrrA,Before-heme-hrrA,Before-heme-hrrA,ATCC13032,,,,,,,,,,,
SRR7977561,SRX4810341,7504606,1134430793,7504606,151,490,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/977/SRR7977562.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888621,SAMN10216094,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421588,,,,,,,no,,,,,GEO,SRA790624,,public,E96AA823BC3DEC4B2DD5C41CD210362D,E43C35A9B19CA5204FAEEC53C5F86B75,,,deletion-hrrA,After-heme0.5-WT,After-heme0.5-WT,ATCC13032,,,,,,,,,,,
SRR7977562,SRX4810341,7504606,1134430793,7504606,151,490,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/977/SRR7977562.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888621,SAMN10216094,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421588,,,,,,,no,,,,,GEO,SRA790624,,public,E96AA823BC3DEC4B2DD5C41CD210362D,E43C35A9B19CA5204FAEEC53C5F86B75,,,deletion-hrrA,After-heme0.5-WT,After-heme0.5-WT,ATCC13032,,,,,,,,,,,
SRR7977563,SRX4810342,6198746,936861490,6198746,151,415,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/977/SRR7977564.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888622,SAMN10216093,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421589,,,,,,,no,,,,,GEO,SRA790624,,public,CF40366E757DA7449B041E40F571AC67,B810DAF6B534EDD9F6EF9F5E20D15E82,,,deletion-hrrA,After-heme0.5-hrrA,After-heme0.5-hrrA,ATCC13032,,,,,,,,,,,
SRR7977564,SRX4810342,6198746,936861490,6198746,151,415,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/977/SRR7977564.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888622,SAMN10216093,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421589,,,,,,,no,,,,,GEO,SRA790624,,public,CF40366E757DA7449B041E40F571AC67,B810DAF6B534EDD9F6EF9F5E20D15E82,,,deletion-hrrA,After-heme0.5-hrrA,After-heme0.5-hrrA,ATCC13032,,,,,,,,,,,
SRR7977565,SRX4810343,6966486,1052642627,6966486,151,464,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/977/SRR7977566.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888623,SAMN10216092,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421590,,,,,,,no,,,,,GEO,SRA790624,,public,A2A5F9F0F88926F50E77DBC058F248C3,91EF641E17AAAD63EAF7FE5F35B572C4,,,deletion-hrrA,After-heme4-WT,After-heme4-WT,ATCC13032,,,,,,,,,,,
SRR7977566,SRX4810343,6966486,1052642627,6966486,151,464,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR007/977/SRR7977566.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888623,SAMN10216092,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421590,,,,,,,no,,,,,GEO,SRA790624,,public,A2A5F9F0F88926F50E77DBC058F248C3,91EF641E17AAAD63EAF7FE5F35B572C4,,,deletion-hrrA,After-heme4-WT,After-heme4-WT,ATCC13032,,,,,,,,,,,
SRR7977567,SRX4810344,6967720,1052984503,6967720,151,475,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/977/SRR7977568.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888624,SAMN10216091,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421591,,,,,,,no,,,,,GEO,SRA790624,,public,ECAF7CA03CB4511FF9307CF8D4D983C2,C19AFB0BED1C6E725622FF4AFDB10AB0,,,deletion-hrrA,After-heme4-hrrA,After-heme4-hrrA,ATCC13032,,,,,,,,,,,
SRR7977568,SRX4810344,6967720,1052984503,6967720,151,475,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/977/SRR7977568.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP164403,PRJNA495033,3.0,495033,SRS3888624,SAMN10216091,simple,196627,Corynebacterium glutamicum ATCC 13032,GSM3421591,,,,,,,no,,,,,GEO,SRA790624,,public,ECAF7CA03CB4511FF9307CF8D4D983C2,C19AFB0BED1C6E725622FF4AFDB10AB0,,,deletion-hrrA,After-heme4-hrrA,After-heme4-hrrA,ATCC13032,,,,,,,,,,,
SRR8170162,SRX4990807,4428886,628901812,4428886,142,294,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/170/SRR8170162.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP168017,PRJNA504400,,504400,SRS4026420,SAMN10391007,simple,1718,Corynebacterium glutamicum,GSM3462608,,,,,,,no,,,,,GEO,SRA806341,,public,D80B71A32123E858D090068A015B8343,1268D9F945E46CEA58CD6634638EEDE6,,,Function-of-L-PA,Pipecolic-control-strain,Pipecolic-control-strain,,,,,,,,,,,,
SRR8170163,SRX4990808,3669339,521046138,3669339,142,243,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/170/SRR8170163.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP168017,PRJNA504400,,504400,SRS4026419,SAMN10391010,simple,1718,Corynebacterium glutamicum,GSM3462609,,,,,,,no,,,,,GEO,SRA806341,,public,D631C846DE9E964C4AE205325C313BB0,EF4E28D692F26DF747DB9EBC57DF0CF1,,,Function-of-L-PA,Pipecolic-acid-producer,Pipecolic-acid-producer,,,,,,,,,,,,
SRR8170164,SRX4990809,5494074,780158508,5494074,142,361,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/170/SRR8170164.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP168017,PRJNA504400,,504400,SRS4026421,SAMN10391009,simple,1718,Corynebacterium glutamicum,GSM3462610,,,,,,,no,,,,,GEO,SRA806341,,public,27A48B32B864BC38B995B3F68D8B26F8,F96F37DDB646D7290A10CEBCF249690A,,,Function-of-L-PA,Proline-control-strain,Proline-control-strain,,,,,,,,,,,,
