Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1
WA5_RS13665	WA5_RS13665	2913719	2915419	Na+/H+ antiporter subunit D	WA5_RS13680 // WA5_RS13675 // WA5_RS13670 // WA5_RS13665 // WA5_RS13660 // WA5_RS13655	WA5_RS13680 // WA5_RS13675 // WA5_RS13670 // WA5_RS13665 // WA5_RS13660 // WA5_RS13655
WA5_RS06350	WA5_RS06350	1343772	1344035	hypothetical protein	WA5_RS06360 // WA5_RS06355 // WA5_RS06350	WA5_RS06360 // WA5_RS06355 // WA5_RS06350
WA5_RS11895	WA5_RS11895	2531966	2532601	CoA transferase subunit B	WA5_RS11900 // WA5_RS11895	WA5_RS11900 // WA5_RS11895
WA5_RS10315	WA5_RS10315	2189902	2190438	DUF177 domain-containing protein	WA5_RS10315 // WA5_RS10310 // mutM // WA5_RS10300 // WA5_RS10295	WA5_RS10315 // WA5_RS10310 // mutM // WA5_RS10300 // WA5_RS10295
WA5_RS13670	WA5_RS13670	2915416	2915925	Na+/H+ antiporter subunit E	WA5_RS13680 // WA5_RS13675 // WA5_RS13670 // WA5_RS13665 // WA5_RS13660 // WA5_RS13655	WA5_RS13680 // WA5_RS13675 // WA5_RS13670 // WA5_RS13665 // WA5_RS13660 // WA5_RS13655
WA5_RS02335	WA5_RS02335	481128	481391	hypothetical protein	WA5_RS02340 // WA5_RS02335	WA5_RS02340 // WA5_RS02335
WA5_RS11900	WA5_RS11900	2532601	2533344	CoA transferase subunit A	WA5_RS11900 // WA5_RS11895	WA5_RS11900 // WA5_RS11895
WA5_RS03510	WA5_RS03510	723411	725561	acyltransferase	WA5_RS03510	WA5_RS03510
WA5_RS14790	WA5_RS14790	3156303	3157247	molybdopterin-dependent oxidoreductase	WA5_RS14790	WA5_RS14790
WA5_RS09285	WA5_RS09285	1975915	1976496	hypothetical protein	WA5_RS09290 // WA5_RS09285	WA5_RS09290 // WA5_RS09285
WA5_RS06355	WA5_RS06355	1344032	1344466	acyl-CoA/acyl-ACP dehydrogenase	WA5_RS06360 // WA5_RS06355 // WA5_RS06350	WA5_RS06360 // WA5_RS06355 // WA5_RS06350
WA5_RS02355	WA5_RS02355	485074	485385	4a-hydroxytetrahydrobiopterin dehydratase	WA5_RS02355 // WA5_RS02350	WA5_RS02355 // WA5_RS02350
WA5_RS11905	WA5_RS11905	2533418	2534185	helix-turn-helix domain-containing protein	WA5_RS11920 // pcaD // WA5_RS11910 // WA5_RS11905	WA5_RS11920 // pcaD // WA5_RS11910 // WA5_RS11905
WA5_RS07980	WA5_RS07980	1693963	1695498	MFS transporter	def // WA5_RS07985 // WA5_RS07980	def // WA5_RS07985 // WA5_RS07980
greA	WA5_RS04925	1043770	1044294	transcription elongation factor GreA	greA // WA5_RS04920	greA // WA5_RS04920
WA5_RS00465	WA5_RS00465	91174	91476	urease subunit gamma	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465
WA5_RS13680	WA5_RS13680	2916205	2916585	monovalent cation/H(+) antiporter subunit G	WA5_RS13680 // WA5_RS13675 // WA5_RS13670 // WA5_RS13665 // WA5_RS13660 // WA5_RS13655	WA5_RS13680 // WA5_RS13675 // WA5_RS13670 // WA5_RS13665 // WA5_RS13660 // WA5_RS13655
WA5_RS02340	WA5_RS02340	481391	482668	inorganic phosphate transporter	WA5_RS02340 // WA5_RS02335	WA5_RS02340 // WA5_RS02335
WA5_RS11945	WA5_RS11945	2541184	2542350	HNH endonuclease	WA5_RS11945	WA5_RS11945
WA5_RS08500	WA5_RS08500	1801493	1802098	hypothetical protein	WA5_RS08500	WA5_RS08500
WA5_RS01110	WA5_RS01110	228888	229727	molybdenum ABC transporter permease	modA // WA5_RS01110 // WA5_RS01105 // moaC // WA5_RS01095 // WA5_RS01090 // WA5_RS01085	modA // WA5_RS01110 // WA5_RS01105 // moaC // WA5_RS01095 // WA5_RS01090 // WA5_RS01085
WA5_RS15895	WA5_RS15895	3157220	3157465	cytochrome b/b6 domain-containing protein	WA5_RS14800 // WA5_RS15895	WA5_RS14800 // WA5_RS15895
maf	WA5_RS03515	725868	726461	septum formation inhibitor Maf	WA5_RS03530 // WA5_RS03525 // WA5_RS03520 // maf	WA5_RS03530 // WA5_RS03525 // WA5_RS03520 // maf
WA5_RS04950	WA5_RS04950	1047733	1048503	isoprenyl transferase	WA5_RS04955 // WA5_RS04950 // WA5_RS04945	WA5_RS04955 // WA5_RS04950 // WA5_RS04945
WA5_RS08965	WA5_RS08965	1909497	1910507	hypothetical protein	WA5_RS08965 // WA5_RS08960	WA5_RS08965 // WA5_RS08960
WA5_RS16315	WA5_RS16315	2973961	2974407	NAD(+)--rifampin ADP-ribosyltransferase	WA5_RS16315	WA5_RS16315
WA5_RS13685	WA5_RS13685	2917021	2917620	alpha/beta hydrolase	WA5_RS13690 // WA5_RS13685	WA5_RS13690 // WA5_RS13685
WA5_RS06360	WA5_RS06360	1344463	1344810	hypothetical protein	WA5_RS06360 // WA5_RS06355 // WA5_RS06350	WA5_RS06360 // WA5_RS06355 // WA5_RS06350
WA5_RS02345	WA5_RS02345	483363	483873	hypothetical protein	WA5_RS02345	WA5_RS02345
pcaD	WA5_RS11915	2535430	2536185	3-oxoadipate enol-lactonase	WA5_RS11920 // pcaD // WA5_RS11910 // WA5_RS11905	WA5_RS11920 // pcaD // WA5_RS11910 // WA5_RS11905
WA5_RS10320	WA5_RS10320	2190536	2191327	DivIVA domain-containing protein	WA5_RS10320	WA5_RS10320
WA5_RS08665	WA5_RS08665	1832184	1834046	DHH family phosphoesterase	WA5_RS08665	WA5_RS08665
WA5_RS04960	WA5_RS04960	1049423	1050394	type I pantothenate kinase	WA5_RS04960	WA5_RS04960
WA5_RS13690	WA5_RS13690	2917627	2918757	glutamate--cysteine ligase	WA5_RS13690 // WA5_RS13685	WA5_RS13690 // WA5_RS13685
WA5_RS11920	WA5_RS11920	2536196	2538259	LuxR family transcriptional regulator	WA5_RS11920 // pcaD // WA5_RS11910 // WA5_RS11905	WA5_RS11920 // pcaD // WA5_RS11910 // WA5_RS11905
WA5_RS14800	WA5_RS14800	3157476	3157730	hypothetical protein	WA5_RS14800 // WA5_RS15895	WA5_RS14800 // WA5_RS15895
WA5_RS03520	WA5_RS03520	726466	726714	acyl-CoA carboxylase subunit epsilon	WA5_RS03530 // WA5_RS03525 // WA5_RS03520 // maf	WA5_RS03530 // WA5_RS03525 // WA5_RS03520 // maf
WA5_RS13695	WA5_RS13695	2918816	2919481	LytR C-terminal domain-containing protein	WA5_RS13700 // WA5_RS13695	WA5_RS13700 // WA5_RS13695
rarD	WA5_RS10590	2252017	2252859	EamA family transporter RarD	rarD	WA5_RS10590
WA5_RS06365	WA5_RS06365	1344934	1345422	flavin reductase	WA5_RS06365	WA5_RS06365
WA5_RS11955	WA5_RS11955	2542815	2543936	chloromuconate cycloisomerase	catA // WA5_RS11955 // catC	catA // WA5_RS11955 // catC
WA5_RS07985	WA5_RS07985	1695495	1696442	methionyl-tRNA formyltransferase	def // WA5_RS07985 // WA5_RS07980	def // WA5_RS07985 // WA5_RS07980
mca	WA5_RS04935	1045157	1046032	mycothiol conjugate amidase Mca	WA5_RS04940 // mca	WA5_RS04940 // mca
WA5_RS00470	WA5_RS00470	91503	91991	urease subunit beta	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465
WA5_RS15875	WA5_RS15875	2945173	2945622	hypothetical protein	WA5_RS13810 // WA5_RS15875	WA5_RS13810 // WA5_RS15875
pcaB	WA5_RS11930	2538613	2539731	3-carboxy-cis,cis-muconate cycloisomerase	pcaH // pcaG // pcaB // pcaC	pcaH // pcaG // pcaB // pcaC
modA	WA5_RS01115	229708	230514	molybdate ABC transporter substrate-binding protein	modA // WA5_RS01110 // WA5_RS01105 // moaC // WA5_RS01095 // WA5_RS01090 // WA5_RS01085	modA // WA5_RS01110 // WA5_RS01105 // moaC // WA5_RS01095 // WA5_RS01090 // WA5_RS01085
WA5_RS14810	WA5_RS14810	3158124	3158837	class I SAM-dependent methyltransferase	WA5_RS14810	WA5_RS14810
WA5_RS03525	WA5_RS03525	726738	728351	acyl-CoA carboxylase subunit beta	WA5_RS03530 // WA5_RS03525 // WA5_RS03520 // maf	WA5_RS03530 // WA5_RS03525 // WA5_RS03520 // maf
rfbB	WA5_RS01740	350310	351329	dTDP-glucose 4,6-dehydratase	WA5_RS01745 // rfbB // WA5_RS01735 // rfbA	WA5_RS01745 // rfbB // WA5_RS01735 // rfbA
WA5_RS09730	WA5_RS09730	2062440	2063261	amino acid ABC transporter permease	WA5_RS09730	WA5_RS09730
WA5_RS13705	WA5_RS13705	2919715	2920296	peptide deformylase	WA5_RS13720 // WA5_RS13715 // WA5_RS13710 // WA5_RS13705	WA5_RS13720 // WA5_RS13715 // WA5_RS13710 // WA5_RS13705
WA5_RS06370	WA5_RS06370	1345485	1346441	cation transporter	WA5_RS06375 // WA5_RS06370	WA5_RS06375 // WA5_RS06370
WA5_RS10325	WA5_RS10325	2191542	2193167	ABC transporter ATP-binding protein	WA5_RS10330 // WA5_RS10325	WA5_RS10330 // WA5_RS10325
WA5_RS04940	WA5_RS04940	1046072	1046392	hypothetical protein	WA5_RS04940 // mca	WA5_RS04940 // mca
ureC	WA5_RS00475	91992	93704	urease subunit alpha	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465
WA5_RS14145	WA5_RS14145	3015824	3017149	M20/M25/M40 family metallo-hydrolase	WA5_RS14145	WA5_RS14145
WA5_RS02350	WA5_RS02350	484103	485062	1,4-dihydroxy-2-naphthoyl-CoA synthase	WA5_RS02355 // WA5_RS02350	WA5_RS02355 // WA5_RS02350
WA5_RS14815	WA5_RS14815	3159078	3159800	VIT family protein	WA5_RS14815	WA5_RS14815
WA5_RS03530	WA5_RS03530	728692	730323	acyl-CoA carboxylase subunit beta	WA5_RS03530 // WA5_RS03525 // WA5_RS03520 // maf	WA5_RS03530 // WA5_RS03525 // WA5_RS03520 // maf
WA5_RS09290	WA5_RS09290	1976521	1976985	hypothetical protein	WA5_RS09290 // WA5_RS09285	WA5_RS09290 // WA5_RS09285
WA5_RS04945	WA5_RS04945	1046609	1047709	3-deoxy-7-phosphoheptulonate synthase	WA5_RS04955 // WA5_RS04950 // WA5_RS04945	WA5_RS04955 // WA5_RS04950 // WA5_RS04945
WA5_RS06375	WA5_RS06375	1346457	1348274	DUF262 domain-containing protein	WA5_RS06375 // WA5_RS06370	WA5_RS06375 // WA5_RS06370
def	WA5_RS07990	1696462	1696971	peptide deformylase	def // WA5_RS07985 // WA5_RS07980	def // WA5_RS07985 // WA5_RS07980
ureE	WA5_RS00480	93729	94202	urease accessory protein UreE	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465
WA5_RS13720	WA5_RS13720	2922118	2923620	PLDc N-terminal domain-containing protein	WA5_RS13720 // WA5_RS13715 // WA5_RS13710 // WA5_RS13705	WA5_RS13720 // WA5_RS13715 // WA5_RS13710 // WA5_RS13705
WA5_RS05035	WA5_RS05035	1064474	1064737	hypothetical protein	WA5_RS05040 // WA5_RS05035	WA5_RS05040 // WA5_RS05035
catC	WA5_RS11950	2542509	2542802	muconolactone Delta-isomerase	catA // WA5_RS11955 // catC	catA // WA5_RS11955 // catC
WA5_RS08505	WA5_RS08505	1802151	1802576	hypothetical protein	WA5_RS08505	WA5_RS08505
WA5_RS01120	WA5_RS01120	230674	230931	MoaD/ThiS family protein	WA5_RS01120	WA5_RS01120
WA5_RS14825	WA5_RS14825	3160234	3160530	cupin domain-containing protein	WA5_RS14825	WA5_RS14825
WA5_RS03535	WA5_RS03535	730435	731301	biotin--[acetyl-CoA-carboxylase] ligase	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535
WA5_RS01745	WA5_RS01745	351367	351948	nitroreductase	WA5_RS01745 // rfbB // WA5_RS01735 // rfbA	WA5_RS01745 // rfbB // WA5_RS01735 // rfbA
WA5_RS08970	WA5_RS08970	1910638	1912299	hypothetical protein	WA5_RS08975 // WA5_RS08970	WA5_RS08975 // WA5_RS08970
recX	WA5_RS09735	2063294	2063941	recombination regulator RecX	recA // recX	recA // recX
WA5_RS06380	WA5_RS06380	1348333	1350078	hypothetical protein	WA5_RS06380	WA5_RS06380
WA5_RS10330	WA5_RS10330	2193164	2194696	ABC transporter ATP-binding protein	WA5_RS10330 // WA5_RS10325	WA5_RS10330 // WA5_RS10325
WA5_RS08815	WA5_RS08815	1866831	1867097	hypothetical protein	WA5_RS08825 // WA5_RS08820 // WA5_RS08815 // WA5_RS08810	WA5_RS08825 // WA5_RS08820 // WA5_RS08815 // WA5_RS08810
WA5_RS00485	WA5_RS00485	94202	94882	urease accessory protein UreF	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465
WA5_RS13730	WA5_RS13730	2925568	2926707	Na/Pi symporter	WA5_RS13730	WA5_RS13730
WA5_RS04955	WA5_RS04955	1048524	1049045	flavodoxin domain-containing protein	WA5_RS04955 // WA5_RS04950 // WA5_RS04945	WA5_RS04955 // WA5_RS04950 // WA5_RS04945
WA5_RS02360	WA5_RS02360	485384	485989	Type 1 glutamine amidotransferase-like domain-containing protein	WA5_RS02375 // WA5_RS02370 // WA5_RS02365 // WA5_RS02360	WA5_RS02375 // WA5_RS02370 // WA5_RS02365 // WA5_RS02360
catA	WA5_RS11960	2544019	2544876	catechol 1,2-dioxygenase	catA // WA5_RS11955 // catC	catA // WA5_RS11955 // catC
truB	WA5_RS09860	2087972	2088865	tRNA pseudouridine(55) synthase TruB	truB	WA5_RS09860
WA5_RS13735	WA5_RS13735	2926704	2927546	PhzF family phenazine biosynthesis protein	WA5_RS13750 // WA5_RS13745 // WA5_RS13740 // WA5_RS13735	WA5_RS13750 // WA5_RS13745 // WA5_RS13740 // WA5_RS13735
WA5_RS06385	WA5_RS06385	1350854	1352446	phosphoglycerate dehydrogenase	WA5_RS06385	WA5_RS06385
benA	WA5_RS11965	2545294	2546787	benzoate 1,2-dioxygenase large subunit	WA5_RS11980 // WA5_RS11975 // benB // benA	WA5_RS11980 // WA5_RS11975 // benB // benA
WA5_RS07995	WA5_RS07995	1697080	1699146	primosomal protein N'	WA5_RS08000 // WA5_RS07995	WA5_RS08000 // WA5_RS07995
ureG	WA5_RS00490	94899	95516	urease accessory protein UreG	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465
WA5_RS02365	WA5_RS02365	486001	487017	o-succinylbenzoate synthase	WA5_RS02375 // WA5_RS02370 // WA5_RS02365 // WA5_RS02360	WA5_RS02375 // WA5_RS02370 // WA5_RS02365 // WA5_RS02360
benB	WA5_RS11970	2546827	2547321	benzoate 1,2-dioxygenase small subunit	WA5_RS11980 // WA5_RS11975 // benB // benA	WA5_RS11980 // WA5_RS11975 // benB // benA
WA5_RS15900	WA5_RS15900	3160628	3160980	recombinase family protein	WA5_RS15900	WA5_RS15900
WA5_RS01125	WA5_RS01125	230928	231842	ABC transporter ATP-binding protein	hisC // WA5_RS01130 // WA5_RS01125	hisC // WA5_RS01130 // WA5_RS01125
WA5_RS14035	WA5_RS14035	2993918	2995405	DUF3375 domain-containing protein	WA5_RS14035 // WA5_RS14030 // WA5_RS14025 // WA5_RS14020	WA5_RS14035 // WA5_RS14030 // WA5_RS14025 // WA5_RS14020
WA5_RS04965	WA5_RS04965	1050623	1051927	serine hydroxymethyltransferase	WA5_RS04965	WA5_RS04965
WA5_RS03545	WA5_RS03545	731820	733019	5-(carboxyamino)imidazole ribonucleotide synthase	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535
WA5_RS01750	WA5_RS01750	352693	353640	iron-siderophore ABC transporter substrate-binding protein	WA5_RS01750	WA5_RS01750
WA5_RS09025	WA5_RS09025	1926255	1926836	hypothetical protein	WA5_RS09025	WA5_RS09025
recA	WA5_RS09740	2063985	2065115	recombinase RecA	recA // recX	recA // recX
purT	WA5_RS13805	2943009	2944235	formate-dependent phosphoribosylglycinamide formyltransferase	purT // WA5_RS13800	purT // WA5_RS13800
WA5_RS06390	WA5_RS06390	1352584	1353453	YbjN domain-containing protein	WA5_RS06395 // WA5_RS06390	WA5_RS06395 // WA5_RS06390
WA5_RS02700	WA5_RS02700	551851	552924	hypothetical protein	WA5_RS02705 // WA5_RS02700	WA5_RS02705 // WA5_RS02700
WA5_RS11975	WA5_RS11975	2547333	2548871	FCD domain-containing protein	WA5_RS11980 // WA5_RS11975 // benB // benA	WA5_RS11980 // WA5_RS11975 // benB // benA
gdhA	WA5_RS10335	2194738	2196084	NADP-specific glutamate dehydrogenase	gdhA	WA5_RS10335
WA5_RS13865	WA5_RS13865	2955520	2956737	hypothetical protein	WA5_RS13865	WA5_RS13865
pabB	WA5_RS04970	1052020	1053882	aminodeoxychorismate synthase component I	WA5_RS04975 // pabB	WA5_RS04975 // pabB
WA5_RS00495	WA5_RS00495	95517	96368	urease accessory protein UreD	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465	WA5_RS00495 // ureG // WA5_RS00485 // ureE // ureC // WA5_RS00470 // WA5_RS00465
WA5_RS13750	WA5_RS13750	2929253	2929747	NUDIX hydrolase	WA5_RS13750 // WA5_RS13745 // WA5_RS13740 // WA5_RS13735	WA5_RS13750 // WA5_RS13745 // WA5_RS13740 // WA5_RS13735
WA5_RS04805	WA5_RS04805	1018415	1019068	TetR/AcrR family transcriptional regulator	mfd // WA5_RS04805	mfd // WA5_RS04805
WA5_RS11980	WA5_RS11980	2548868	2549698	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase	WA5_RS11980 // WA5_RS11975 // benB // benA	WA5_RS11980 // WA5_RS11975 // benB // benA
WA5_RS13920	WA5_RS13920	2968789	2969811	cation transporter	WA5_RS13930 // WA5_RS13925 // WA5_RS13920 // WA5_RS13915	WA5_RS13930 // WA5_RS13925 // WA5_RS13920 // WA5_RS13915
WA5_RS14835	WA5_RS14835	3161084	3161407	ferredoxin family protein	WA5_RS14835	WA5_RS14835
WA5_RS03550	WA5_RS03550	733059	734945	potassium transporter Kup	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535
WA5_RS09745	WA5_RS09745	2065390	2065605	DUF3046 domain-containing protein	WA5_RS09745	WA5_RS09745
WA5_RS09295	WA5_RS09295	1977042	1977551	hypothetical protein	WA5_RS09295	WA5_RS09295
WA5_RS06395	WA5_RS06395	1353488	1354510	3-isopropylmalate dehydrogenase	WA5_RS06395 // WA5_RS06390	WA5_RS06395 // WA5_RS06390
WA5_RS11985	WA5_RS11985	2549771	2552458	LuxR family transcriptional regulator	WA5_RS11985	WA5_RS11985
WA5_RS10500	WA5_RS10500	2229896	2230906	iron chelate uptake ABC transporter family permease subunit	WA5_RS10505 // WA5_RS10500 // WA5_RS10495	WA5_RS10505 // WA5_RS10500 // WA5_RS10495
WA5_RS08000	WA5_RS08000	1699173	1700396	methionine adenosyltransferase	WA5_RS08000 // WA5_RS07995	WA5_RS08000 // WA5_RS07995
WA5_RS04975	WA5_RS04975	1053879	1054604	aminotransferase class IV	WA5_RS04975 // pabB	WA5_RS04975 // pabB
WA5_RS00500	WA5_RS00500	96365	97144	alpha/beta hydrolase	WA5_RS00500	WA5_RS00500
WA5_RS13760	WA5_RS13760	2931340	2932374	glutamate ABC transporter substrate-binding protein	WA5_RS13765 // WA5_RS13760 // WA5_RS13755	WA5_RS13765 // WA5_RS13760 // WA5_RS13755
WA5_RS02375	WA5_RS02375	488660	489103	membrane protein	WA5_RS02375 // WA5_RS02370 // WA5_RS02365 // WA5_RS02360	WA5_RS02375 // WA5_RS02370 // WA5_RS02365 // WA5_RS02360
WA5_RS11990	WA5_RS11990	2552605	2553945	aromatic acid/H+ symport family MFS transporter	WA5_RS11990	WA5_RS11990
WA5_RS10825	WA5_RS10825	2306314	2307624	DUF2029 domain-containing protein	WA5_RS10825	WA5_RS10825
WA5_RS01130	WA5_RS01130	231845	232267	phage holin family protein	hisC // WA5_RS01130 // WA5_RS01125	hisC // WA5_RS01130 // WA5_RS01125
WA5_RS03555	WA5_RS03555	734983	735342	hypothetical protein	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535
WA5_RS01755	WA5_RS01755	353746	354387	hypothetical protein	WA5_RS01755	WA5_RS01755
WA5_RS09000	WA5_RS09000	1917325	1917513	hypothetical protein	WA5_RS09000	WA5_RS09000
dctP	WA5_RS11650	2481731	2482405	TRAP transporter substrate-binding protein DctP	dctP // WA5_RS11645 // WA5_RS11640	dctP // WA5_RS11645 // WA5_RS11640
WA5_RS13765	WA5_RS13765	2932364	2934832	serine/threonine protein kinase	WA5_RS13765 // WA5_RS13760 // WA5_RS13755	WA5_RS13765 // WA5_RS13760 // WA5_RS13755
WA5_RS06400	WA5_RS06400	1354536	1355552	ABC transporter substrate-binding protein	WA5_RS06400	WA5_RS06400
WA5_RS11995	WA5_RS11995	2554026	2555270	benzoate/H(+) symporter BenE family transporter	WA5_RS11995	WA5_RS11995
WA5_RS10340	WA5_RS10340	2196882	2198006	glycerate kinase	WA5_RS10340	WA5_RS10340
WA5_RS08670	WA5_RS08670	1834145	1834927	hypothetical protein	WA5_RS08670	WA5_RS08670
WA5_RS04980	WA5_RS04980	1054636	1055031	hypothetical protein	WA5_RS04980	WA5_RS04980
WA5_RS00505	WA5_RS00505	97316	98470	MFS transporter	WA5_RS00505	WA5_RS00505
WA5_RS13770	WA5_RS13770	2935312	2936505	acetate kinase	pta // WA5_RS13770	pta // WA5_RS13770
WA5_RS06575	WA5_RS06575	1386289	1387269	DUF3515 domain-containing protein	WA5_RS06575	WA5_RS06575
WA5_RS02380	WA5_RS02380	489227	490450	glycosyltransferase family 1 protein	WA5_RS02380	WA5_RS02380
WA5_RS12000	WA5_RS12000	2555314	2555940	ATP-dependent Clp protease proteolytic subunit	WA5_RS12005 // WA5_RS12000	WA5_RS12005 // WA5_RS12000
WA5_RS14845	WA5_RS14845	3162385	3162612	hypothetical protein	WA5_RS14845	WA5_RS14845
purE	WA5_RS03560	735401	735898	5-(carboxyamino)imidazole ribonucleotide mutase	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535
rapZ	WA5_RS07940	1686148	1687077	RNase adapter RapZ	WA5_RS07950 // uvrC // rapZ // yvcK // whiA	WA5_RS07950 // uvrC // rapZ // yvcK // whiA
pta	WA5_RS13775	2936505	2937890	phosphate acetyltransferase	pta // WA5_RS13770	pta // WA5_RS13770
WA5_RS04985	WA5_RS04985	1055050	1055724	LysR family transcriptional regulator substrate-binding protein	WA5_RS04985	WA5_RS04985
WA5_RS06405	WA5_RS06405	1355688	1357556	cyclic nucleotide-binding/CBS domain-containing protein	WA5_RS06410 // WA5_RS06405	WA5_RS06410 // WA5_RS06405
WA5_RS12005	WA5_RS12005	2555975	2556568	ATP-dependent Clp protease proteolytic subunit	WA5_RS12005 // WA5_RS12000	WA5_RS12005 // WA5_RS12000
coaBC	WA5_RS08005	1700504	1701766	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	coaBC	WA5_RS08005
WA5_RS00510	WA5_RS00510	98805	101582	hypothetical protein	WA5_RS00515 // WA5_RS00510	WA5_RS00515 // WA5_RS00510
WA5_RS13780	WA5_RS13780	2938403	2939770	FAD-dependent oxidoreductase	WA5_RS13780	WA5_RS13780
WA5_RS04990	WA5_RS04990	1055782	1056321	N-acetyltransferase	WA5_RS04990	WA5_RS04990
WA5_RS12010	WA5_RS12010	2556757	2558106	trigger factor	WA5_RS12010	WA5_RS12010
hisC	WA5_RS01135	232257	233282	histidinol-phosphate transaminase	hisC // WA5_RS01130 // WA5_RS01125	hisC // WA5_RS01130 // WA5_RS01125
WA5_RS13915	WA5_RS13915	2968421	2968792	helix-turn-helix transcriptional regulator	WA5_RS13930 // WA5_RS13925 // WA5_RS13920 // WA5_RS13915	WA5_RS13930 // WA5_RS13925 // WA5_RS13920 // WA5_RS13915
WA5_RS03565	WA5_RS03565	735898	736353	YdcF family protein	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535	WA5_RS03565 // purE // WA5_RS03555 // WA5_RS03550 // WA5_RS03545 // WA5_RS03540 // WA5_RS03535
WA5_RS01760	WA5_RS01760	354596	355846	hypothetical protein	WA5_RS01770 // WA5_RS01765 // WA5_RS01760	WA5_RS01770 // WA5_RS01765 // WA5_RS01760
WA5_RS09750	WA5_RS09750	2065663	2066343	hypothetical protein	WA5_RS09750	WA5_RS09750
WA5_RS12095	WA5_RS12095	2571510	2572178	hypothetical protein	WA5_RS16305 // WA5_RS12095	WA5_RS16305 // WA5_RS12095
WA5_RS13785	WA5_RS13785	2939907	2940455	GNAT family N-acetyltransferase	WA5_RS13785	WA5_RS13785
WA5_RS06410	WA5_RS06410	1357556	1358212	DNA polymerase III subunit epsilon	WA5_RS06410 // WA5_RS06405	WA5_RS06410 // WA5_RS06405
WA5_RS12020	WA5_RS12020	2558609	2559106	winged helix-turn-helix transcriptional regulator	WA5_RS12030 // WA5_RS12025 // WA5_RS12020	WA5_RS12030 // WA5_RS12025 // WA5_RS12020
WA5_RS10345	WA5_RS10345	2198003	2198401	hypothetical protein	WA5_RS10345	WA5_RS10345
WA5_RS00515	WA5_RS00515	101609	103435	HSP90 family protein	WA5_RS00515 // WA5_RS00510	WA5_RS00515 // WA5_RS00510
WA5_RS13790	WA5_RS13790	2940444	2941454	hypothetical protein	WA5_RS13795 // WA5_RS13790	WA5_RS13795 // WA5_RS13790
